Date,Airline,Flight,From,To,Dep Terminal,Dep Gate,Arr Terminal,Arr Gate,Canceled,Diverted To,Gate Departure (Scheduled),Gate Departure (Actual),Take off (Scheduled),Take off (Actual),Landing (Scheduled),Landing (Actual),Gate Arrival (Scheduled),Gate Arrival (Actual),Aircraft Type Name,Tail Number,PNR,Seat,Seat Type,Cabin Class,Flight Reason,Notes,Flight Flighty ID,Airline Flighty ID,Departure Airport Flighty ID,Arrival Airport Flighty ID,Diverted To Airport Flighty ID,Aircraft Type Flighty ID
2024-03-09,ANA,11,ORD,NRT,1,,1S,,false,,2024-03-09T10:30,2024-03-09T10:37,,,,,2024-03-10T15:00,2024-03-10T14:32,Boeing 777-300 ER,,,,,,,,f382fa43-d77a-4439-b270-6aef6f6f4c76,c1ace35c-3515-410b-ad40-219189967eff,a5eff314-18e7-4c87-bd38-0131882f1b8d,42cbe764-fc30-49b0-9e72-eca5f6c21767,,78eac566-1ad0-4ded-9979-9510dfde05f2
2024-03-10,ANA,493,NRT,NGO,1S,D,1,,false,,2024-03-10T16:55,2024-03-10T16:54,,,,,2024-03-10T18:10,2024-03-10T17:57,Boeing 737-800,,,,,,,,3ecdf99e-938a-431a-9c2a-07c47adae0c7,c1ace35c-3515-410b-ad40-219189967eff,42cbe764-fc30-49b0-9e72-eca5f6c21767,de1f99fa-4f8f-4534-bf03-6f0925260747,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-03-18,SKY,765,NGO,CTS,1,7,D,5,false,,2024-03-18T13:15,2024-03-18T13:17,,,,,2024-03-18T15:00,2024-03-18T15:00,Boeing 737-800,,,,,,,,90fc5fea-c639-4ddf-9193-60711a7262f5,374f415a-adf8-4830-b72a-4a10272b5945,de1f99fa-4f8f-4534-bf03-6f0925260747,989b8d16-a970-4003-9c46-16b99b099848,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-03-22,APJ,464,CTS,NGO,D,3,11,,false,,2024-03-22T19:10,2024-03-22T19:17,,,,,2024-03-22T21:10,2024-03-22T21:08,Airbus A320,,,,,,,,9582ad1f-66b1-4e6c-a8d0-b4dda2745679,c8bc3ea0-b938-49b7-9e20-d7df59f9214f,989b8d16-a970-4003-9c46-16b99b099848,de1f99fa-4f8f-4534-bf03-6f0925260747,,dd390a1f-e92a-4411-ab72-04db16d42030
2024-05-25,THY,199,HND,IST,3,106A,,,false,,2024-05-25T21:55,2024-05-25T22:00,,,,,2024-05-26T05:10,2024-05-26T05:08,Boeing 777-300 ER,,,,,,,,850d1c6f-3123-40a9-8916-cc05be1bf41f,4b6748ff-2354-4a00-b3f5-e0624c0b26b4,deceac13-5547-4a5a-9877-06e35ae80304,4c08e958-48c1-4317-9dbb-0edee8e4c4bc,,78eac566-1ad0-4ded-9979-9510dfde05f2
2024-06-01,THY,50,IST,NRT,,D17,1S,31,false,,2024-06-01T15:50,2024-06-01T16:00,,,,,2024-06-02T08:55,2024-06-02T09:28,Boeing 777-300 ER,,,,,,,,c5591995-6cc0-4dd9-b207-872755451976,4b6748ff-2354-4a00-b3f5-e0624c0b26b4,4c08e958-48c1-4317-9dbb-0edee8e4c4bc,42cbe764-fc30-49b0-9e72-eca5f6c21767,,78eac566-1ad0-4ded-9979-9510dfde05f2
2024-06-27,VJC,938,HAN,KIX,2,,1,12,false,,2024-06-27T01:20,,,,,,2024-06-27T07:50,2024-06-27T07:29,Airbus A321neo,,,,,,,,20118947-dfdb-4c5b-9c8a-caa53f1c6dfc,1906718d-979c-4d30-8f32-746968e1b455,8a81e164-4c8e-4c01-8b04-b2497c51c090,05f38441-6e21-4f4f-8b90-f6ff8be5f037,,2e99cd6b-cec7-4ec7-a85e-dbc2b5e25a8f
2024-10-02,CES,292,NGO,PVG,1,22,1,,false,,2024-10-02T08:55,2024-10-02T08:41,,,,,2024-10-02T10:40,2024-10-02T10:35,Airbus A321,,,,,,,,51443cd6-8ff9-48d3-a5e4-db05de31b409,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,de1f99fa-4f8f-4534-bf03-6f0925260747,94ecd389-4c82-477f-8502-261c27f5b6fa,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-10-03,CES,5075,PVG,HAN,1,G118,2,,false,,2024-10-03T22:40,2024-10-03T22:44,,,,,2024-10-04T01:20,2024-10-04T01:12,Airbus A321,,,,,,,,db74a5c1-96a4-4f02-a57f-58c296e3a278,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,94ecd389-4c82-477f-8502-261c27f5b6fa,8a81e164-4c8e-4c01-8b04-b2497c51c090,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-10-20,CES,5076,HAN,PVG,T2,35,1,,false,,2024-10-20T02:20,2024-10-20T02:12,,,,,2024-10-20T06:35,2024-10-20T06:23,Airbus A321,,,,,,,,290773d7-bd70-493f-af6d-25a2763d3072,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,8a81e164-4c8e-4c01-8b04-b2497c51c090,94ecd389-4c82-477f-8502-261c27f5b6fa,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-10-20,CES,8971,PVG,HAN,2,G153,2,,false,,2024-10-20T15:50,,,,,,2024-10-20T18:25,2024-10-20T17:57,Airbus A321,,,,,,,,8e3d8e94-84ec-4096-bcf8-9960fbf72bea,7c3dc023-a5b2-4d2d-9bd1-6adecdcf1f16,94ecd389-4c82-477f-8502-261c27f5b6fa,8a81e164-4c8e-4c01-8b04-b2497c51c090,,5904cdc2-eccf-41fe-8345-e82a51d3269c
2024-12-01,ANA,494,NGO,NRT,1,7,1S,,false,,2024-12-01T14:10,2024-12-01T14:09,,,,,2024-12-01T15:25,2024-12-01T15:25,Boeing 737-800,,,,,,,,dc67307f-2636-4b23-8f6f-7ce28e9d6ea6,c1ace35c-3515-410b-ad40-219189967eff,de1f99fa-4f8f-4534-bf03-6f0925260747,42cbe764-fc30-49b0-9e72-eca5f6c21767,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2024-12-01,ANZ,90,NRT,AKL,1S,44,I,16,false,,2024-12-01T18:45,2024-12-01T19:49,,,,,2024-12-02T09:20,2024-12-02T10:01,Boeing 777-300 ER,,,,,,,,3b7a3abc-52d5-4ab4-947f-fff8b79dc4e5,e2595c02-5a11-4091-84fb-ba83be3f9927,42cbe764-fc30-49b0-9e72-eca5f6c21767,0b50fa2a-bab6-44c2-bcd8-678f40d15369,,78eac566-1ad0-4ded-9979-9510dfde05f2
2024-12-07,ANZ,99,AKL,NRT,I,3,1S,44,false,,2024-12-07T10:05,2024-12-07T10:20,,,,,2024-12-07T17:00,2024-12-07T17:11,Boeing 777-300 ER,,,,,,,,35d229b2-ce61-4743-b802-a91fc237f174,e2595c02-5a11-4091-84fb-ba83be3f9927,0b50fa2a-bab6-44c2-bcd8-678f40d15369,42cbe764-fc30-49b0-9e72-eca5f6c21767,,78eac566-1ad0-4ded-9979-9510dfde05f2
2024-12-23,CSN,6056,NGO,CAN,1,14,2,,false,,2024-12-23T15:00,2024-12-23T15:24,,,,,2024-12-23T19:05,,Airbus A320neo,,,60K,WINDOW,ECONOMY,LEISURE,,57c16b03-c0b7-4b04-9e60-a48575c432c5,255d4d33-d2aa-4a84-bc7d-0613c507151f,de1f99fa-4f8f-4534-bf03-6f0925260747,7436d9ad-c589-49cb-9578-7762e8598fdc,,fc3bd268-833c-40f4-a74c-9512dabcbe08
2024-12-23,CSN,371,CAN,HAN,2,A145,2,,false,,2024-12-23T22:10,,,,,,2024-12-23T23:15,2024-12-23T23:19,Airbus A320,,,50K,WINDOW,ECONOMY,LEISURE,,382105a9-85ee-45f2-8c64-a1a122eed08f,255d4d33-d2aa-4a84-bc7d-0613c507151f,7436d9ad-c589-49cb-9578-7762e8598fdc,8a81e164-4c8e-4c01-8b04-b2497c51c090,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-01-13,CSN,372,HAN,CAN,T2,26,2,,false,,2025-01-13T08:15,2025-01-13T08:15,,,,,2025-01-13T10:55,2025-01-13T10:47,Boeing 737 MAX 8,,,35A,WINDOW,ECONOMY,LEISURE,,d6c17153-a101-44c9-bf78-3433fd73f99c,255d4d33-d2aa-4a84-bc7d-0613c507151f,8a81e164-4c8e-4c01-8b04-b2497c51c090,7436d9ad-c589-49cb-9578-7762e8598fdc,,5ee1c1db-bf8c-475a-99b0-262bbc7a50b2
2025-01-14,CSN,6055,CAN,NGO,2,A146,1,,false,,2025-01-14T09:05,,,,,,2025-01-14T13:45,,Airbus A320neo,,,34A,WINDOW,ECONOMY,,,b80af53a-2a69-4596-b620-57b7a4e9f81c,255d4d33-d2aa-4a84-bc7d-0613c507151f,7436d9ad-c589-49cb-9578-7762e8598fdc,de1f99fa-4f8f-4534-bf03-6f0925260747,,fc3bd268-833c-40f4-a74c-9512dabcbe08
2025-02-27,ANA,494,NGO,NRT,1,7,1,,false,,2025-02-27T14:10,2025-02-27T14:10,,,,,2025-02-27T15:25,2025-02-27T15:28,Boeing 737-800,,,,,,,,157c1a9d-ea3e-4370-b25d-b0182c3f661b,c1ace35c-3515-410b-ad40-219189967eff,de1f99fa-4f8f-4534-bf03-6f0925260747,42cbe764-fc30-49b0-9e72-eca5f6c21767,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-02-27,UAL,142,NRT,DEN,1,37,Main,A27,false,,2025-02-27T17:30,2025-02-27T17:23,,,,,2025-02-27T12:10,2025-02-27T11:58,Boeing 787-9,,,,,,,,0378e3a9-51fb-4a0c-ac92-8b0bc4d79349,b57b4c86-4724-48f1-80be-d7de4036004a,42cbe764-fc30-49b0-9e72-eca5f6c21767,d00b5728-0678-4689-b660-fe9e583203dc,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2025-02-27,UAL,5954,DEN,TUS,Main,B53,Main,A7,false,,2025-02-27T16:25,2025-02-27T16:25,,,,,2025-02-27T18:44,2025-02-27T18:24,Embraer 175,,,,,,,,488a80dd-5c33-4fbc-9a68-da40a179e14c,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,7673e4fc-a5d7-4759-9163-17824911518b,,36728d5b-40cd-46ec-93ba-8822376b565d
2025-03-05,UAL,5657,TUS,DEN,Main,A8,Main,B55,false,,2025-03-05T08:00,2025-03-05T07:56,,,,,2025-03-05T10:07,2025-03-05T10:19,Embraer 175,,,,,,,,6d8321c3-bbd5-4176-a861-cc7ae089a75a,b57b4c86-4724-48f1-80be-d7de4036004a,7673e4fc-a5d7-4759-9163-17824911518b,d00b5728-0678-4689-b660-fe9e583203dc,,36728d5b-40cd-46ec-93ba-8822376b565d
2025-03-05,UAL,143,DEN,NRT,Main,B32,1S,36,false,,2025-03-05T11:30,2025-03-05T11:24,,,,,2025-03-06T15:45,2025-03-06T15:30,Boeing 787-9,,,,,,,,574bff60-3cc1-400f-8006-4df70b98fe21,b57b4c86-4724-48f1-80be-d7de4036004a,d00b5728-0678-4689-b660-fe9e583203dc,42cbe764-fc30-49b0-9e72-eca5f6c21767,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2025-03-06,ANA,493,NRT,NGO,1,1,1,,false,,2025-03-06T17:25,2025-03-06T17:22,,,,,2025-03-06T18:40,,Boeing 737-800,,,,,,,,2efc22db-a75c-4098-bed4-339182ca46ad,c1ace35c-3515-410b-ad40-219189967eff,42cbe764-fc30-49b0-9e72-eca5f6c21767,de1f99fa-4f8f-4534-bf03-6f0925260747,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-03-13,SNJ,121,NGO,OKA,1,7,D,,false,,2025-03-13T12:00,2025-03-13T11:53,,,,,2025-03-13T14:35,2025-03-13T14:30,Boeing 737-800,,,,,,,,808adf93-ad8b-450c-a505-57490c3e8306,da1dfc43-acf8-463e-9d4c-5a20ba15ac68,de1f99fa-4f8f-4534-bf03-6f0925260747,d4ed967f-b773-49bb-a56d-c61a323783f2,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-03-17,SKY,596,OKA,UKB,D,27,,,false,,2025-03-17T16:40,2025-03-17T17:13,,,,,2025-03-17T18:30,2025-03-17T18:56,Boeing 737-800,,,,,,,,d7ceef18-43d7-4ede-81f6-2383aca2250c,374f415a-adf8-4830-b72a-4a10272b5945,d4ed967f-b773-49bb-a56d-c61a323783f2,dc4eb2a7-cac7-4773-922e-78d0622733f4,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-04-25,CSZ,754,NGO,SZX,1,22,,,false,,2025-04-25T15:00,2025-04-25T16:18,,,,,2025-04-25T18:40,,Airbus A320,,,,,,,,aabe4f1d-17cc-46bd-ae11-13050d17ff7b,882ae493-92fd-4736-99aa-2a349ce76c91,de1f99fa-4f8f-4534-bf03-6f0925260747,fe67fc1f-8483-4796-891a-81a54515c216,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-04-25,CSZ,107,SZX,HAN,,308,2,,false,,2025-04-25T23:55,,,,,,2025-04-26T01:10,2025-04-26T02:25,Airbus A320,,,,,,,,ce1bae9d-6e63-445b-8f5c-ce61baa7ba0e,882ae493-92fd-4736-99aa-2a349ce76c91,fe67fc1f-8483-4796-891a-81a54515c216,8a81e164-4c8e-4c01-8b04-b2497c51c090,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-05-18,CSZ,108,HAN,SZX,T2,35,T3,,false,,2025-05-18T02:10,2025-05-18T01:58,,,,,2025-05-18T05:00,2025-05-18T04:34,Airbus A320,,,,,,,,7c87c1ea-0452-4b67-b94f-1b02a74b91c1,882ae493-92fd-4736-99aa-2a349ce76c91,8a81e164-4c8e-4c01-8b04-b2497c51c090,fe67fc1f-8483-4796-891a-81a54515c216,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-05-18,CSZ,753,SZX,NGO,T3,311,T1,,false,,2025-05-18T08:55,2025-05-18T09:53,,,,,2025-05-18T14:00,2025-05-18T14:47,Airbus A320,,,,,,,,d66a5b85-a547-4d1c-be40-79ab2568a80b,882ae493-92fd-4736-99aa-2a349ce76c91,fe67fc1f-8483-4796-891a-81a54515c216,de1f99fa-4f8f-4534-bf03-6f0925260747,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-05-25,JAL,200,NGO,HND,T1,7,T1,,false,,2025-05-25T07:35,2025-05-25T07:35,,,,,2025-05-25T08:40,2025-05-25T08:32,Boeing 737-800,,,,,,,,92849bb6-53cf-4766-9118-ce0c4e67ae5e,646d4d03-db09-45ee-8330-6af7d6dc61cd,de1f99fa-4f8f-4534-bf03-6f0925260747,deceac13-5547-4a5a-9877-06e35ae80304,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-05-25,JAL,10,HND,ORD,T3,113,T5,,false,,2025-05-25T11:30,2025-05-25T11:38,,,,,2025-05-25T09:15,2025-05-25T09:14,Boeing 777-300 ER,,,,,,,,869e66bc-ab73-482e-bfce-63ef3b1d7bd8,646d4d03-db09-45ee-8330-6af7d6dc61cd,deceac13-5547-4a5a-9877-06e35ae80304,a5eff314-18e7-4c87-bd38-0131882f1b8d,,78eac566-1ad0-4ded-9979-9510dfde05f2
2025-05-25,AAL,1101,ORD,TPA,3,K18,,F84,false,,2025-05-25T13:47,2025-05-25T13:39,,,,,2025-05-25T17:25,2025-05-25T17:08,Boeing 737-800,,,,,,,,fcd37f89-8d38-49ed-b690-b7ea51507a9c,ae1fc6a5-c42d-4e70-ba63-d641d248d270,a5eff314-18e7-4c87-bd38-0131882f1b8d,af50854a-e728-4e40-885b-d8b73b69f6e8,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
2025-05-31,JBU,192,TPA,BOS,,A11,C,C22,false,,2025-05-31T07:30,2025-05-31T08:18,,,,,2025-05-31T10:35,2025-05-31T11:45,Airbus A320,,,,,,,,68c891ee-2d89-47f6-bf6f-f74a39d10346,765155ec-70b3-4183-9cd3-10d1f5127405,af50854a-e728-4e40-885b-d8b73b69f6e8,813ec62f-c303-44d9-a041-a4434d6fd652,,dd390a1f-e92a-4411-ab72-04db16d42030
2025-05-31,JAL,7,BOS,NRT,E,E4,2,94,false,,2025-05-31T13:35,2025-05-31T13:40,,,,,2025-06-01T16:10,2025-06-01T15:54,Boeing 787-9,,,,,,,,45e3506f-a950-4de8-9fa4-3cb159d0b6ad,646d4d03-db09-45ee-8330-6af7d6dc61cd,813ec62f-c303-44d9-a041-a4434d6fd652,42cbe764-fc30-49b0-9e72-eca5f6c21767,,c4910e5e-2c05-4d17-bc08-fa0c8c0b77d9
2025-06-01,JAL,3087,NRT,NGO,T2,D,T1,,false,,2025-06-01T18:30,2025-06-01T18:34,,,,,2025-06-01T19:40,2025-06-01T19:37,Boeing 737-800,,,,,,,,34caa539-c6ef-47b9-afcb-ff88b2d39cc9,646d4d03-db09-45ee-8330-6af7d6dc61cd,42cbe764-fc30-49b0-9e72-eca5f6c21767,de1f99fa-4f8f-4534-bf03-6f0925260747,,8ad8530e-acd0-42bf-abc5-1e70c4a076bf
